School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2014-2015,Kings,New York City Geographic District #21,Ps 199 Frederick Wachtel,332100010199,Elementary,New York City,Public,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 209 Margaret Mead,332100010209,Elementary,New York City,Public,724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 212 Lady Deborah Moody,332100010212,Elementary,New York City,Public,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,18,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 215 Morris H Weiss,332100010215,Elementary,New York City,Public,933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 216 Arturo Toscanini,332100010216,Elementary,New York City,Public,650,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 225 Eileen E Zaglin (the),332100010225,Elementary,New York City,Public,935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,1
2014-2015,Kings,New York City Geographic District #21,Ps 226 Alfred De B Mason,332100010226,Elementary,New York City,Public,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 238 Anne Sullivan,332100010238,Elementary,New York City,Public,580,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4
2014-2015,Kings,New York City Geographic District #21,Ps 253,332100010253,Elementary,New York City,Public,867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 288 Shirley Tanyhill (the),332100010288,Elementary,New York City,Public,486,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 329 Surfside,332100010329,Elementary,New York City,Public,453,0,0,0,0,0,1,0,0,0,3,0,0,0,6,32,0,2,6,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014-2015,Kings,New York City Geographic District #21,Ps 90 Edna Cohen School,332100010090,Elementary,New York City,Public,673,0,0,0,0,0,1,0,1,0,0,1,0,0,2,9,0,0,0,28,1,7,0,0,0,0,0,1,0,3,0,0,0,2,0,0,2
2014-2015,Kings,New York City Geographic District #21,Ps 95 Gravesend (the),332100010095,Elementary,New York City,Public,976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,1
2014-2015,Kings,New York City Geographic District #21,Ps 97 Highlawn (the),332100010097,Elementary,New York City,Public,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #21,Ps 99 Isaac Asimov,332100010099,Elementary,New York City,Public,841,0,0,0,0,0,3,0,0,0,1,1,0,0,2,9,0,3,0,24,1,11,0,0,0,2,0,1,0,0,0,0,0,2,0,0,8
2014-2015,Kings,New York City Geographic District #21,Rachel Carson High School For Coastal Studies,332100011344,Senior High,New York City,Public,551,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,13,0,3,0,0,0,2,0,2,0,0,0,0,0,5,4,3,8
2014-2015,Kings,New York City Geographic District #21,William E Grady Career And Technical Education High School,332100011620,Senior High,New York City,Public,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,23,0,23,0,0,0,6,0,1,0,1,0,0,4,0,5,0,163
2014-2015,Kings,New York City Geographic District #22,Andries Hudde School,332200010240,Middle,New York City,Public,874,0,0,0,0,0,6,0,0,0,3,1,0,0,1,10,0,1,0,14,3,4,0,0,0,4,0,1,0,0,0,0,0,6,3,1,7
2014-2015,Kings,New York City Geographic District #22,Brooklyn College Academy,332200011555,Junior-Senior High,New York City,Public,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Kings,New York City Geographic District #22,Is 381,332200010381,Middle,New York City,Public,328,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
2014-2015,Kings,New York City Geographic District #22,James Madison High School,332200011425,Senior High,New York City,Public,3132,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,1,0,58,0,8,0,0,0,2,0,1,0,1,0,0,17,1,12,0,13
2014-2015,Kings,New York City Geographic District #22,Jhs 14 Shell Bank,332200010014,Middle,New York City,Public,555,0,0,0,0,0,2,0,0,0,0,1,0,0,1,7,0,1,1,10,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3
2014-2015,Kings,New York City Geographic District #22,Jhs 234 Arthur W Cunningham ,332200010234,Middle,New York City,Public,1917,0,0,0,0,0,2,0,1,0,1,0,0,0,1,7,0,4,1,45,0,5,0,0,0,2,0,9,0,1,0,0,0,5,0,1,24
2014-2015,Kings,New York City Geographic District #22,Jhs 278 Marine Park ,332200010278,Middle,New York City,Public,996,0,0,0,0,0,4,0,0,0,1,1,0,0,1,7,1,1,1,23,0,10,0,0,0,1,0,3,0,0,0,0,0,1,1,1,13
2014-2015,Kings,New York City Geographic District #22,Jhs 78 Roy H Mann ,332200010078,Middle,New York City,Public,773,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,10,1,24,0,0,0,1,0,0,0,0,0,0,0,5,1,0,48
2014-2015,Kings,New York City Geographic District #22,Leon M Goldstein High School For The Sciences,332200011535,Senior High,New York City,Public,1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Kings,New York City Geographic District #22,Midwood High School,332200011405,Senior High,New York City,Public,3796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,15,1,1,0,0,0,4,0,3,0,0,0,0,0,3,4,2,18
2014-2015,Kings,New York City Geographic District #22,Origins High School,332200011611,Senior High,New York City,Public,209,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,12,0,6,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2
2014-2015,Kings,New York City Geographic District #22,Professional Pathways High School,332200011630,Senior High,New York City,Public,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 109,332200010109,Elementary,New York City,Public,609,0,0,0,0,0,2,0,0,0,0,1,0,0,1,11,0,3,8,141,2,8,0,0,0,1,0,0,0,2,0,0,0,3,2,0,48
2014-2015,Kings,New York City Geographic District #22,Ps 119 Amersfort,332200010119,Elementary,New York City,Public,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
2014-2015,Kings,New York City Geographic District #22,Ps 134,332200010134,Elementary,New York City,Public,581,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 139 Alexine A Fenty,332200010139,Elementary,New York City,Public,1015,0,0,0,0,0,1,0,0,0,3,0,0,0,2,12,0,4,2,56,1,4,0,0,0,3,0,2,1,3,0,0,0,2,0,0,21
2014-2015,Kings,New York City Geographic District #22,Ps 193 Gil Hodges,332200010193,Elementary,New York City,Public,876,0,0,0,0,0,4,0,0,0,1,0,0,0,0,16,0,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 194 Raoul Wallenberg,332200010194,Elementary,New York City,Public,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 195 Manhattan Beach,332200010195,Elementary,New York City,Public,459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 197 Kings Highway Academy (the),332200010197,Elementary,New York City,Public,594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 198,332200010198,Elementary,New York City,Public,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 203 Floyd Bennett School,332200010203,Elementary,New York City,Public,777,0,0,0,0,1,8,0,0,0,2,0,0,0,3,8,0,1,2,39,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,7
2014-2015,Kings,New York City Geographic District #22,Ps 206 Joseph F Lamb,332200010206,Elementary,New York City,Public,1411,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,1,11,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2014-2015,Kings,New York City Geographic District #22,Ps 207 Elizabeth G Leary,332200010207,Elementary,New York City,Public,1263,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,0,3,0,71,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,39
2014-2015,Kings,New York City Geographic District #22,Ps 217 Colonel David Marcus School,332200010217,Elementary,New York City,Public,1255,0,0,0,0,0,2,0,0,0,2,0,0,0,2,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 222 Katherine R Snyder,332200010222,Elementary,New York City,Public,882,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 236 Mill Basin,332200010236,Elementary,New York City,Public,540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 245,332200010245,Elementary,New York City,Public,302,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 251 Paerdegat,332200010251,Elementary,New York City,Public,607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 254 Dag Hammarskjold,332200010254,Elementary,New York City,Public,733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 255 Barbara Reing School,332200010255,Elementary,New York City,Public,911,0,0,0,0,0,5,0,0,1,1,0,0,0,1,4,0,2,1,4,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2
2014-2015,Kings,New York City Geographic District #22,Ps 269 Nostrand,332200010269,Elementary,New York City,Public,384,0,0,0,0,0,3,0,0,0,0,0,0,0,2,8,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2014-2015,Kings,New York City Geographic District #22,Ps 277 Gerritsen Beach,332200010277,Elementary,New York City,Public,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 312 Bergen Beach,332200010312,Elementary,New York City,Public,903,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 315,332200010315,Elementary,New York City,Public,788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,17,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2
2014-2015,Kings,New York City Geographic District #22,Ps 326,332200010326,Elementary,New York City,Public,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #22,Ps 361 East Flatbush Early Childhood School,332200010361,Elementary,New York City,Public,604,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #22,Ps 52 Sheepshead Bay,332200010052,Elementary,New York City,Public,796,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,3,22,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2
2014-2015,Kings,New York City Geographic District #22,School Of Science And Technology,332200010152,Elementary,New York City,Public,891,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,1,2,1,42,0,9,0,0,0,1,0,3,0,0,0,0,0,0,2,1,13
2014-2015,Kings,New York City Geographic District #22,Sheepshead Bay High School,332200011495,Senior High,New York City,Public,542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,1,0,0,0,4,0,2,0,2,0,0,1,0,5,0,8
2014-2015,Kings,New York City Geographic District #23,Aspirations Diploma Plus High School,332300011646,Senior High,New York City,Public,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6
2014-2015,Kings,New York City Geographic District #23,Brooklyn Collegiate-a College Board School,332300011493,Junior-Senior High,New York City,Public,368,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
2014-2015,Kings,New York City Geographic District #23,Brooklyn Democracy Academy,332300011643,Senior High,New York City,Public,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2014-2015,Kings,New York City Geographic District #23,Brooklyn Environmental Exploration School (bees),332300010664,Junior High,New York City,Public,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #23,Brooklyn Landmark Elementary School,332300010599,Elementary,New York City,Public,191,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #23,Brownsville Collaborative Middle School,332300010363,Junior High,New York City,Public,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2014-2015,Kings,New York City Geographic District #23,Christopher Avenue Community School,332300010401,Elementary,New York City,Public,324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #23,Eagle Academy For Young Men Ii,332300011644,Junior-Senior High,New York City,Public,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #23,Frederick Douglass Academy Vii High School,332300010514,Senior High,New York City,Public,317,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,11,1,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,9
2014-2015,Kings,New York City Geographic District #23,Is 392,332300010392,Middle,New York City,Public,270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015,Kings,New York City Geographic District #23,Knowledge And Power Prep Academy V,332300010518,Middle,New York City,Public,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #23,Metropolitan Diploma Plus High School,332300011647,Senior High,New York City,Public,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2014-2015,Kings,New York City Geographic District #23,Mott Hall Bridges Academy,332300010671,Middle,New York City,Public,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #23,Mott Hall Iv,332300010522,Middle,New York City,Public,184,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015,Kings,New York City Geographic District #23,Ps 150 Christopher,332300010150,Elementary,New York City,Public,191,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 156 Waverly,332300010156,Elementary,New York City,Public,804,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 165 Ida Posner,332300010165,Elementary,New York City,Public,460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,4,0,0,0,0,0,0,0,1,1,2,0,0,0,3,1,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 178 Saint Clair Mckelway,332300010178,Elementary,New York City,Public,397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2014-2015,Kings,New York City Geographic District #23,Ps 184 Newport,332300010184,Elementary,New York City,Public,560,0,0,0,0,0,12,0,0,0,2,0,0,0,6,36,1,5,3,9,3,2,0,0,0,1,0,1,0,1,0,0,0,2,2,1,4
2014-2015,Kings,New York City Geographic District #23,Ps 284 Lew Wallace,332300010284,Elementary,New York City,Public,554,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,1,2,7,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2
2014-2015,Kings,New York City Geographic District #23,Ps 298 Dr Betty Shabazz,332300010298,Elementary,New York City,Public,266,0,0,0,0,0,2,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 327 Dr Rose B English,332300010327,Elementary,New York City,Public,602,0,0,0,0,0,3,0,2,3,3,1,0,0,9,24,2,2,3,5,7,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 41 Francis White,332300010041,Elementary,New York City,Public,530,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,0,2,3,7,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #23,Ps 73 Thomas S Boyland,332300010073,Elementary,New York City,Public,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4
2014-2015,Kings,New York City Geographic District #23,Ps/is 137 Rachael Jean Mitchell,332300010137,Elementary,New York City,Public,301,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #23,Ps/is 155 Nicholas Herkimer,332300010155,Elementary,New York City,Public,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2
2014-2015,Kings,New York City Geographic District #23,Ps/is 323,332300010323,Elementary,New York City,Public,443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #23,Riverdale Avenue Community School,332300010446,Elementary,New York City,Public,291,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,1,1,3,19,0,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0,9
2014-2015,Kings,New York City Geographic District #23,Riverdale Avenue Middle School,332300010668,Junior High,New York City,Public,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Kings,New York City Geographic District #23,Teachers Preparatory High School,332300011697,Junior-Senior High,New York City,Public,378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,13,0,6,0,0,0,1,0,1,2,0,0,0,0,2,2,0,14
2014-2015,Kings,New York City Geographic District #32,Academy For Environmental Leadership,333200011403,Senior High,New York City,Public,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,10,0,0,0,1,0,1,0,0,0,0,2,0,0,0,7
2014-2015,Kings,New York City Geographic District #32,Academy Of Urban Planning,333200011552,Senior High,New York City,Public,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2014-2015,Kings,New York City Geographic District #32,All City Leadership Secondary School,333200011554,Junior-Senior High,New York City,Public,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-2015,New York,New York City Geographic District # 1,Cascades High School,310100011650,Senior High,New York City,Public,198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #32,Brooklyn School For Math And Research (the),333200011168,Senior High,New York City,Public,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4
2014-2015,Kings,New York City Geographic District #32,Bushwick Community High School,333200010564,Senior High,New York City,Public,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #32,Bushwick Leaders Hs For Academic Excellence,333200011556,Senior High,New York City,Public,321,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,28,0,14,0,0,1,2,0,1,0,0,0,0,2,0,2,1,40
2014-2015,Kings,New York City Geographic District #32,Bushwick School For Social Justice,333200011549,Senior High,New York City,Public,404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,5,0,0,0,1,0,1,0,0,0,0,5,1,1,0,0
2014-2015,Kings,New York City Geographic District #32,Ebc High School For Public Service-bushwick,333200011545,Senior High,New York City,Public,518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2014-2015,Kings,New York City Geographic District #32,Evergreen Middle School For Urban Exploration,333200010562,Junior High,New York City,Public,346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2014-2015,Kings,New York City Geographic District #32,Is 347 School Of Humanities,333200010347,Middle,New York City,Public,327,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,3,3,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2014-2015,Kings,New York City Geographic District #32,"Is 349 Math, Science And Technology",333200010349,Middle,New York City,Public,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014-2015,Kings,New York City Geographic District #32,Jhs 162 Willoughby (the),333200010162,Middle,New York City,Public,476,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,10,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6
2014-2015,Kings,New York City Geographic District #32,Jhs 291 Roland Hayes ,333200010291,Middle,New York City,Public,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
2014-2015,Kings,New York City Geographic District #32,Jhs 383 Philippa Schuyler,333200010383,Middle,New York City,Public,920,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,4,49,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,12
2014-2015,Kings,New York City Geographic District #32,Ps 106 Edward Everett Hale ,333200010106,Elementary,New York City,Public,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #32,Ps 116 Elizabeth L Farrell,333200010116,Elementary,New York City,Public,522,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #32,Ps 123 Suydam,333200010123,Elementary,New York City,Public,819,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #32,Ps 145 Andrew Jackson,333200010145,Elementary,New York City,Public,781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
