School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2014-2015,Bronx,New York City Geographic District #12,Ps 212,321200010212,Elementary,New York City,Public,504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Ps 214,321200010214,Elementary,New York City,Public,1036,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,20,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5
2014-2015,Bronx,New York City Geographic District #12,Ps 44 David C Farragut,321200010044,Elementary,New York City,Public,313,0,0,0,0,0,1,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 47 John Randolph,321200010047,Elementary,New York City,Public,1129,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 50 Clara Barton,321200010050,Elementary,New York City,Public,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 536,321200010536,Elementary,New York City,Public,418,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 57 Crescent,321200010057,Elementary,New York City,Public,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2
2014-2015,Bronx,New York City Geographic District #12,Ps 6 West Farms,321200010006,Elementary,New York City,Public,613,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,1,2,2,16,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 61 Francisco Oller,321200010061,Elementary,New York City,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Ps 66 School Of Higher Expectations,321200010066,Elementary,New York City,Public,702,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,1,5,1,3,0,0,0,1,0,1,0,0,0,0,0,2,1,0,4
2014-2015,Bronx,New York City Geographic District #12,Ps 67 Mohegan School,321200010067,Elementary,New York City,Public,652,0,0,0,0,0,3,0,0,0,1,0,0,0,1,5,0,0,2,25,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Bronx,New York City Geographic District #12,Ps 92,321200010092,Elementary,New York City,Public,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Samara Community School,321200010458,,New York City,Public,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,School Of Performing Arts,321200010217,Middle,New York City,Public,350,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,0,1,3,9,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23
2014-2015,Bronx,New York City Geographic District #12,School Of Science And Applied Learning,321200010300,Elementary,New York City,Public,652,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Urban Assembly School For Wildlife Conservation,321200010372,Junior-Senior High,New York City,Public,559,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,8,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,7
2014-2015,Bronx,New York City Geographic District #12,Urban Scholars Community School,321200010463,Elementary,New York City,Public,313,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Wings Academy,321200011684,Senior High,New York City,Public,488,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,5,2,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Jm Rapport School For Career Development,307500012754,Senior High,New York City,Public,546,0,0,0,1,0,2,0,0,0,4,2,0,0,0,7,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 10,307500012010,Elementary,New York City,Public,489,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 12 Lewis And Clark School,307500012012,Junior-Senior High,New York City,Public,257,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 168,307500012168,K-12,New York City,Public,496,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 17,307500012017,Elementary,New York City,Public,418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 186 Walter J Damrosch School,307500012186,K-12,New York City,Public,604,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,1
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 188,307500012188,Junior-Senior High,New York City,Public,455,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 721 Steven Mcsweeney School,307500012721,Senior High,New York City,Public,532,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,1,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,3,1,2,2
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 723,307500012723,K-12,New York City,Public,512,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Ps 811,307500012811,Senior High,New York City,Public,623,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,Nyc Special Schools - District 75,Vida Bogart School For All Children (the),307500012352,Elementary,New York City,Public,507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2014-2015,Kings,New York City Geographic District #13,Academy Of Arts And Letters,331300011492,Elementary,New York City,Public,486,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #13,Acorn Community High School,331300011499,Senior High,New York City,Public,479,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,1,1,1,13,0,11,0,0,0,1,0,2,0,0,0,0,5,4,1,1,11
2014-2015,Kings,New York City Geographic District #13,Bedford Academy High School,331300011595,Senior High,New York City,Public,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2014-2015,Kings,New York City Geographic District #13,Bedford Stuyvesant Preparatory High School,331300011575,Senior High,New York City,Public,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Kings,New York City Geographic District #13,Benjamin Banneker Academy ,331300011670,Senior High,New York City,Public,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,4,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7
2014-2015,Kings,New York City Geographic District #13,Brooklyn Academy High School,331300011553,Senior High,New York City,Public,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
2014-2015,Kings,New York City Geographic District #13,"Brooklyn Community High Sch-communication, Arts & Media",331300011412,Senior High,New York City,Public,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Brooklyn High School For Leadership And Community,331300011616,Senior High,New York City,Public,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Kings,New York City Geographic District #13,Brooklyn International High School At Waters Edge,331300011439,Senior High,New York City,Public,338,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014-2015,Kings,New York City Geographic District #13,Brooklyn Technical High School,331300011430,Senior High,New York City,Public,5447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,3
2014-2015,Kings,New York City Geographic District #13,"City Polytechnic High School Of Engineering, Architecture And Technology",331300011674,Senior High,New York City,Public,461,0,0,0,0,0,3,0,0,1,2,0,0,0,0,4,1,2,1,15,1,3,0,0,0,0,0,0,0,2,0,0,2,0,1,1,4
2014-2015,Kings,New York City Geographic District #13,Dr Susan S Mckinney Secondary School Of The Arts,331300010265,Junior-Senior High,New York City,Public,423,0,0,0,0,0,0,0,0,0,2,1,0,0,3,14,1,1,3,11,4,8,0,0,0,1,0,3,0,1,0,0,0,4,0,0,5
2014-2015,Kings,New York City Geographic District #13,Fort Green Preparatory Academy,331300010691,Middle,New York City,Public,242,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,29,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17
2014-2015,Kings,New York City Geographic District #13,George Westinghouse Career & Technical Ed High School,331300011605,Senior High,New York City,Public,628,0,0,0,0,0,4,0,0,0,0,1,0,0,0,13,0,2,1,30,1,3,0,0,0,3,0,1,0,0,0,0,5,1,0,0,62
2014-2015,Kings,New York City Geographic District #13,Ms 113 Ronald Edmonds Learning Center,331300010113,Middle,New York City,Public,562,0,0,0,0,0,4,0,0,0,2,0,0,0,1,12,0,0,2,17,0,6,0,0,0,1,0,6,1,0,0,0,0,5,1,2,4
2014-2015,Kings,New York City Geographic District #13,Ms 266 Park Place Community Middle School,331300010266,Middle,New York City,Public,131,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
2014-2015,Kings,New York City Geographic District #13,Ms 596 Peace Academy,331300010596,Middle,New York City,Public,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 11 Purvis J Behan,331300010011,Elementary,New York City,Public,806,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Kings,New York City Geographic District #13,Ps 133 William A Butler,331300010133,Elementary,New York City,Public,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 20 Clinton Hill,331300010020,Elementary,New York City,Public,377,0,0,0,0,0,3,0,0,0,1,0,0,0,1,5,0,0,0,12,1,1,0,0,1,0,0,2,1,0,0,0,0,3,0,1,4
2014-2015,Kings,New York City Geographic District #13,Ps 256 Benjamin Banneker,331300010256,Elementary,New York City,Public,328,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 270 Johann Dekalb,331300010270,Elementary,New York City,Public,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 282 Park Slope,331300010282,Elementary,New York City,Public,936,0,0,0,0,0,8,0,0,0,1,0,0,0,1,15,2,1,6,30,3,7,0,0,0,4,0,0,0,3,0,0,0,3,1,0,9
2014-2015,Kings,New York City Geographic District #13,Ps 287 Bailey K Ashford,331300010287,Elementary,New York City,Public,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 3 Bedford Village (the),331300010003,Elementary,New York City,Public,506,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014-2015,Kings,New York City Geographic District #13,Ps 305 Dr Peter Ray,331300010305,Elementary,New York City,Public,184,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 307 Daniel Hale Williams,331300010307,Elementary,New York City,Public,409,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 44 Marcus Garvey,331300010044,Elementary,New York City,Public,259,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 46 Edward C Blum,331300010046,Elementary,New York City,Public,401,0,0,0,0,0,2,0,0,0,0,0,0,0,2,16,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #13,Ps 54 Samuel C Barnes,331300010054,Elementary,New York City,Public,250,0,0,0,0,0,5,0,0,0,0,0,0,0,2,7,0,1,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #13,Ps 56 Lewis H Latimer,331300010056,Elementary,New York City,Public,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 67 Charles A Dorsey,331300010067,Elementary,New York City,Public,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 8 Robert Fulton,331300010008,Elementary,New York City,Public,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 9 Teunis G Bergen,331300010009,Elementary,New York City,Public,791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Ps 93 William H Prescott,331300010093,Elementary,New York City,Public,309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #13,Satellite East Middle School,331300010301,Middle,New York City,Public,119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #13,Satellite West Middle School,331300010313,Middle,New York City,Public,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3
2014-2015,Kings,New York City Geographic District #13,"Science Skills Center High School For Sci, Tech And Creative Arts",331300011419,Senior High,New York City,Public,540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,1
2014-2015,Kings,New York City Geographic District #13,Urban Assembly Institute Of Math And Science For Young Women,331300011527,Junior-Senior High,New York City,Public,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8
2014-2015,Kings,New York City Geographic District #13,Urban Assembly School For Law And Justice,331300011483,Senior High,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0
2014-2015,Kings,New York City Geographic District #13,Urban Assembly School Of Music And Art At Waters Edge (the),331300011350,Senior High,New York City,Public,387,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15
2014-2015,Kings,New York City Geographic District #13,Urban Assembly Unison School (the),331300010351,Junior High,New York City,Public,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,27,1,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
2014-2015,Kings,New York City Geographic District #14,Automotive High School,331400011610,Senior High,New York City,Public,397,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,3,14,1,3,0,0,0,2,0,0,0,0,0,0,9,0,4,1,31
2014-2015,Kings,New York City Geographic District #14,Brooklyn Arbor Elementary School,331400010414,Elementary,New York City,Public,435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #14,Brooklyn Latin School (the),331400011449,Senior High,New York City,Public,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Kings,New York City Geographic District #14,Brooklyn Preparatory High School,331400011488,Senior High,New York City,Public,501,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,16,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,19
2014-2015,Kings,New York City Geographic District #14,Conselyea Preparatory School,331400010577,Middle,New York City,Public,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2014-2015,Kings,New York City Geographic District #14,El Puente Academy For Peace And Justice,331400011685,Senior High,New York City,Public,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2014-2015,Kings,New York City Geographic District #14,Foundations Academy,331400011322,Senior High,New York City,Public,110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,1,6,1,3,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0
2014-2015,Kings,New York City Geographic District #14,Frances Perkins Academy,331400011632,Senior High,New York City,Public,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,2,10
2014-2015,Kings,New York City Geographic District #14,Green School: An Academy For Environmental Careers,331400011454,Senior High,New York City,Public,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5
2014-2015,Kings,New York City Geographic District #14,"High School Of Enterprise, Business & Technology",331400011478,Senior High,New York City,Public,983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,20,0,7,0,0,0,0,0,2,0,0,0,0,4,1,2,0,15
2014-2015,Kings,New York City Geographic District #14,Is 318 Eugeno Maria De Hostos,331400010318,Middle,New York City,Public,1608,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5,3,0,0,48,1,8,0,0,0,2,0,3,0,1,0,0,0,4,2,2,25
2014-2015,Kings,New York City Geographic District #14,Jhs 50 John D Wells ,331400010050,Middle,New York City,Public,229,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #14,John Ericsson Middle School 126,331400010126,Middle,New York City,Public,322,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,5,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6
2014-2015,Kings,New York City Geographic District #14,Juan Morel Campos Secondary School,331400011071,Junior-Senior High,New York City,Public,690,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,1,28,0,11,0,0,0,4,0,2,0,1,0,0,0,5,0,0,31
2014-2015,Kings,New York City Geographic District #14,Lyons Community School,331400011586,Junior-Senior High,New York City,Public,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #14,Ms 582,331400010582,Middle,New York City,Public,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2014-2015,Kings,New York City Geographic District #14,Progress High School For Professional Careers,331400011474,Senior High,New York City,Public,1099,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,4,0,0,0,1,0,3,0,0,0,0,7,0,0,0,2
2014-2015,Kings,New York City Geographic District #14,Ps 110 Monitor (the),331400010110,Elementary,New York City,Public,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 120 Carlos Tapia,331400010120,Elementary,New York City,Public,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 132 Conselyea School (the),331400010132,Elementary,New York City,Public,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 147 Issac Remsen,331400010147,Elementary,New York City,Public,299,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 16 Leonard Dunkly,331400010016,Elementary,New York City,Public,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Kings,New York City Geographic District #14,Ps 17 Henry D Woodworth,331400010017,Elementary,New York City,Public,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 18 Edward Bush,331400010018,Elementary,New York City,Public,190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 196 Ten Eyck,331400010196,Elementary,New York City,Public,332,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 23 Carter G Woodson,331400010023,Elementary,New York City,Public,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 250 George H Lindsey,331400010250,Elementary,New York City,Public,717,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,New York,New York City Geographic District # 1,Earth School,310100010364,Elementary,New York City,Public,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 257 John F Hylan,331400010257,Elementary,New York City,Public,661,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-2015,Kings,New York City Geographic District #14,Ps 297 Abraham Stockton,331400010297,Elementary,New York City,Public,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 31 Samuel F Dupont,331400010031,Elementary,New York City,Public,622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 319,331400010319,Elementary,New York City,Public,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 34 Oliver H Perry,331400010034,Elementary,New York City,Public,509,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Kings,New York City Geographic District #14,Ps 380 John Wayne Elementary,331400010380,Elementary,New York City,Public,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
