School year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 123 Suydam,333200010123,Elementary,New York City,Public,869,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1,4,22,2,9,0,0,0,1,0,5,0,0,0,0,0,1,0,0,7
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 145 Andrew Jackson,333200010145,Elementary,New York City,Public,893,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,15,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,10
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 151 Lyndon B Johnson,333200010151,Elementary,New York City,Public,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 274 Kosciusko,333200010274,Elementary,New York City,Public,672,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,1,3,3,39,6,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 299 Thomas Warren Field School,333200010299,Elementary,New York City,Public,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,19,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 376,333200010376,Elementary,New York City,Public,627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 377 Alejandina B De Gautier,333200010377,Elementary,New York City,Public,758,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,60,2,15,0,0,0,6,0,0,0,1,0,0,0,1,0,1,41
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 45 Horace E Greene,333200010045,Elementary,New York City,Public,753,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 75 Mayda Cortiella,333200010075,Elementary,New York City,Public,640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,BROOKLYN,New York City Geographic District #32,Ps 86 The Irvington,333200010086,Elementary,New York City,Public,532,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
2010-2011,BROOKLYN,New York City Geographic District #32,Ps/Is 384 Frances E Carter,333200010384,Elementary,New York City,Public,723,0,0,0,0,0,3,0,0,0,2,0,0,0,0,10,0,0,1,14,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2010-2011,MANHATTAN,New York City Geographic District # 1,Bard High School Early College,310100011696,Senior High,New York City,Public,588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,Cascades High School,310100011650,Senior High,New York City,Public,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,Children'S Workshop School (The),310100010361,Elementary,New York City,Public,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,"Collaborative Acad Of Science, Technology And Language Arts Ed",310100010345,Middle School,New York City,Public,262,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,3,0,0,0,2,0,2,0,0,0,0,0,2,0,0,12
2010-2011,MANHATTAN,New York City Geographic District # 1,Earth School,310100010364,Elementary,New York City,Public,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,East Side Community School,310100011450,Junior Senior School,New York City,Public,600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,2
2010-2011,MANHATTAN,New York City Geographic District # 1,East Village Community School (The),310100010315,Elementary,New York City,Public,212,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
2010-2011,MANHATTAN,New York City Geographic District # 1,Forsythe Satellite Academy,310100011458,Senior High,New York City,Public,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2
2010-2011,MANHATTAN,New York City Geographic District # 1,Henry Street School For International Studies,310100011292,Junior Senior School,New York City,Public,450,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,1,7,0,0,0,1,0,2,0,0,0,0,0,2,0,1,10
2010-2011,MANHATTAN,New York City Geographic District # 1,Lower East Side Preparatory High School,310100011515,Senior High,New York City,Public,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,Marta Valle High School,310100011509,Senior High,New York City,Public,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,0,3
2010-2011,MANHATTAN,New York City Geographic District # 1,Neighborhood School,310100010363,Elementary,New York City,Public,321,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,MANHATTAN,New York City Geographic District # 1,"New Explorations Into Science,Tech And Math High School",310100011539,K-12 School,New York City,Public,1583,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,2,24,0,4,0,0,0,3,0,2,0,1,0,0,1,1,3,0,8
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 110 Florence Nightingale,310100010110,Elementary,New York City,Public,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 134 Henrietta Szold,310100010134,Elementary,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 137 John L Bernstein,310100010137,Elementary,New York City,Public,232,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,28,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 140 Nathan Straus,310100010140,Elementary,New York City,Public,397,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 142 Amalia Castro,310100010142,Elementary,New York City,Public,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 15 Roberto Clemente,310100010015,Elementary,New York City,Public,203,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,9,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 184 Shuang Wen,310100010184,Elementary,New York City,Public,685,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 188 The Island School,310100010188,Elementary,New York City,Public,401,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,31,0,14,0,0,0,7,0,1,0,0,0,0,0,4,0,0,13
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 19 Asher Levy,310100010019,Elementary,New York City,Public,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 20 Anna Silver,310100010020,Elementary,New York City,Public,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 34 Franklin D Roosevelt,310100010034,Elementary,New York City,Public,393,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,18,0,2,0,0,0,1,0,1,0,0,0,0,0,2,1,0,5
2010-2011,MANHATTAN,New York City Geographic District # 1,Ps 64 Robert Simon,310100010064,Elementary,New York City,Public,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2010-2011,MANHATTAN,New York City Geographic District # 1,School For Global Leaders,310100010378,Middle School,New York City,Public,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 1,"Technology, Arts And Sciences Studio School",310100010301,Middle School,New York City,Public,186,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,11,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6
2010-2011,MANHATTAN,New York City Geographic District # 1,The Star Academy Ps 6,310100010063,Elementary,New York City,Public,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 1,Tompkins Square Middle School,310100010839,Middle School,New York City,Public,389,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 1,University Neighborhood High School,310100011448,Senior High,New York City,Public,489,0,0,0,0,0,5,0,0,0,1,3,0,0,0,1,0,1,0,15,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,1,5
2010-2011,MANHATTAN,New York City Geographic District # 1,University Neighborhood Middle School,310100010332,Middle School,New York City,Public,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,2,0,2,0,0,0,0,0,2,0,1,75
2010-2011,MANHATTAN,New York City Geographic District # 2,47 American Sign Language And English Lower School (The),310200010347,Elementary,New York City,Public,224,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,American Sign Language & English Secondary School,310200010047,Senior High,New York City,Public,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 2,Art And Design High School,310200011630,Senior High,New York City,Public,1285,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,1,8,0,8,0,0,0,2,0,1,0,0,0,0,0,6,6,1,42
2010-2011,MANHATTAN,New York City Geographic District # 2,Ballet Tech/Nyc Ps For Dance,310200011442,Elementary,New York City,Public,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Baruch College Campus High School,310200011411,Senior High,New York City,Public,438,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2010-2011,MANHATTAN,New York City Geographic District # 2,Battery Park City School,310200010276,Elementary,New York City,Public,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 2,Bayard Rustin Educational Complex,310200011440,Senior High,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6
2010-2011,MANHATTAN,New York City Geographic District # 2,Business Of Sports School,310200011393,Senior High,New York City,Public,211,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,23,1,9,0,0,0,3,0,1,0,0,0,0,5,0,0,0,9
2010-2011,MANHATTAN,New York City Geographic District # 2,Chelsea Career And Technical Education High School,310200011615,Senior High,New York City,Public,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0,1,0,0,0,0,0,2,1,0,13
2010-2011,MANHATTAN,New York City Geographic District # 2,East Side Middle School,310200010114,Middle School,New York City,Public,434,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Eleanor Roosevelt High School,310200010416,Senior High,New York City,Public,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Ella Baker School,310200011225,Elementary,New York City,Public,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Emma Lazarus High School,310200011394,Senior High,New York City,Public,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Essex Street Academy,310200011294,Senior High,New York City,Public,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Facing History School (The),310200011303,Senior High,New York City,Public,412,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,1,0,0,0,0,0,0,3,0,4,0,14
2010-2011,MANHATTAN,New York City Geographic District # 2,Food And Finance High School,310200011288,Senior High,New York City,Public,425,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,0,4,0,0,0,2,0,1,0,0,0,0,4,0,1,0,8
2010-2011,MANHATTAN,New York City Geographic District # 2,Gramercy Arts High School,310200011374,Senior High,New York City,Public,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Harvey Milk High School,310200011586,Senior High,New York City,Public,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0,4,2,8
2010-2011,MANHATTAN,New York City Geographic District # 2,High School For Dual Language And Asian Studies,310200011545,Senior High,New York City,Public,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,High School For Environmental Studies,310200011400,Senior High,New York City,Public,1431,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,1,2,0,20,1,7,0,0,0,5,0,3,1,0,0,0,0,2,6,9,11
2010-2011,MANHATTAN,New York City Geographic District # 2,High School For Health Professions & Human Services,310200011420,Senior High,New York City,Public,1724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,19,0,7,0,0,0,4,0,1,0,0,0,0,1,1,2,0,48
2010-2011,MANHATTAN,New York City Geographic District # 2,High School For Language And Diplomacy,310200011399,Senior High,New York City,Public,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,1,6
2010-2011,MANHATTAN,New York City Geographic District # 2,High School Of Economics & Finance,310200011489,Senior High,New York City,Public,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,0,0,0,0,0,0,0,1,2,0,8
2010-2011,MANHATTAN,New York City Geographic District # 2,High School Of Fashion Industries (The),310200011600,Senior High,New York City,Public,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,0,0,0,1,0,3,0,0,0,0,0,2,0,2,29
2010-2011,MANHATTAN,New York City Geographic District # 2,High School Of Graphic Communication Arts,310200011625,Senior High,New York City,Public,1707,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,41,1,14,0,0,0,8,0,4,0,1,0,0,12,4,5,7,24
2010-2011,MANHATTAN,New York City Geographic District # 2,High School Of Hospitality Management,310200011296,Senior High,New York City,Public,390,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,1,4,0,9,0,0,0,1,0,1,0,0,0,0,3,0,4,0,20
2010-2011,MANHATTAN,New York City Geographic District # 2,Hs 560 City-As-School,310200011560,Senior High,New York City,Public,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Hudson High School Of Learning Technologies,310200011437,Senior High,New York City,Public,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
2010-2011,MANHATTAN,New York City Geographic District # 2,Humanities Preparatory Academy,310200011605,Senior High,New York City,Public,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Independence High School,310200011544,Senior High,New York City,Public,419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18
2010-2011,MANHATTAN,New York City Geographic District # 2,Institute For Collaborative Education,310200011407,Junior Senior School,New York City,Public,495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2010-2011,MANHATTAN,New York City Geographic District # 2,International High School At Union Square,310200011438,Senior High,New York City,Public,87,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2010-2011,MANHATTAN,New York City Geographic District # 2,Is 289,310200010289,Middle School,New York City,Public,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,MANHATTAN,New York City Geographic District # 2,Jacqueline Kennedy-Onassis High School,310200011529,Senior High,New York City,Public,711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24,1,4,0,0,0,2,0,4,1,0,0,0,0,2,3,2,50
2010-2011,MANHATTAN,New York City Geographic District # 2,James Baldwin School-A School For Expeditionary Lrning,310200011313,Senior High,New York City,Public,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Jhs 104 Simon Baruch,310200010104,Middle School,New York City,Public,995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9,1,4,0,0,0,0,0,1,0,0,0,0,0,3,0,1,3
2010-2011,MANHATTAN,New York City Geographic District # 2,Jhs 167 Robert F Wagner,310200010167,Middle School,New York City,Public,1237,0,0,0,0,0,7,0,0,0,0,1,0,0,0,3,0,1,2,16,0,6,0,0,0,2,0,1,0,0,0,0,0,5,1,2,28
2010-2011,MANHATTAN,New York City Geographic District # 2,Landmark High School,310200011419,Senior High,New York City,Public,444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2010-2011,MANHATTAN,New York City Geographic District # 2,Leadership & Public Service High School,310200011425,Senior High,New York City,Public,647,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,22,0,11,0,0,0,2,0,1,0,0,0,0,0,2,2,0,131
2010-2011,MANHATTAN,New York City Geographic District # 2,Legacy School For Integrated Studies,310200011429,Senior High,New York City,Public,356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,11,0,14,0,0,0,3,0,1,1,0,0,0,0,3,0,0,36
2010-2011,MANHATTAN,New York City Geographic District # 2,Liberty High School Academy For Newcomers,310200011550,Senior High,New York City,Public,399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Life Sciences Secondary School,310200011655,Junior Senior School,New York City,Public,678,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,22,1,7,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2
2010-2011,MANHATTAN,New York City Geographic District # 2,Lower Manhattan Arts Academy,310200011308,Senior High,New York City,Public,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,7,0,0,0,3,0,1,0,0,0,0,0,2,0,1,37
2010-2011,MANHATTAN,New York City Geographic District # 2,Lower Manhattan Community Middle School,310200010896,Middle School,New York City,Public,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan Academy For Arts And Languages,310200011427,Senior High,New York City,Public,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan Bridges High School,310200011542,Senior High,New York City,Public,539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan Business Academy,310200011392,Senior High,New York City,Public,213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,2,0,3,0,0,0,0,0,2,0,2,8
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan Comprehensive Night And Day High School,310200011575,Senior High,New York City,Public,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan International High School,310200011459,Senior High,New York City,Public,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Manhattan Village Academy,310200011439,Senior High,New York City,Public,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2010-2011,MANHATTAN,New York City Geographic District # 2,Millennium High School,310200010418,Senior High,New York City,Public,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2010-2011,MANHATTAN,New York City Geographic District # 2,Ms 131,310200010131,Middle School,New York City,Public,704,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Ms 255 Salk School Of Science,310200010255,Middle School,New York City,Public,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,11
2010-2011,MANHATTAN,New York City Geographic District # 2,Ms 260 Clinton School Writers & Artists,310200010260,Middle School,New York City,Public,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
2010-2011,MANHATTAN,New York City Geographic District # 2,Murray Hill Academy,310200011432,Senior High,New York City,Public,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24
2010-2011,MANHATTAN,New York City Geographic District # 2,Murry Bergtraum High School For Business Careers,310200011520,Senior High,New York City,Public,2407,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,68,1,21,0,0,0,3,0,3,3,0,0,0,1,8,3,0,31
2010-2011,MANHATTAN,New York City Geographic District # 2,New Design High School,310200011543,Senior High,New York City,Public,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2010-2011,MANHATTAN,New York City Geographic District # 2,Norman Thomas High School,310200011620,Senior High,New York City,Public,1744,0,0,0,0,0,0,0,1,0,2,1,0,0,1,4,1,3,1,8,1,0,0,0,0,2,0,1,0,0,0,0,2,8,2,0,3
2010-2011,MANHATTAN,New York City Geographic District # 2,Nyc Ischool,310200011376,Senior High,New York City,Public,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
2010-2011,MANHATTAN,New York City Geographic District # 2,Nyc Lab High School For Collaborative Studies,310200010412,Senior High,New York City,Public,524,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,1,2,0,8
2010-2011,MANHATTAN,New York City Geographic District # 2,Nyc Lab Ms For Collaborative Studies,310200010312,Middle School,New York City,Public,562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
