School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon Possession Through Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2012-2013,New York,New York City Geographic District # 2,International High School At Union Square,310200011438,Senior High,New York City,Public,259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5
2012-2013,New York,New York City Geographic District # 2,Is 289,310200010289,Middle,New York City,Public,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 2,Jacqueline Kennedy-onassis High School ,310200011529,Senior High,New York City,Public,712,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,13,0,7,0,0,0,3,0,5,0,0,0,0,0,2,2,0,27
2012-2013,New York,New York City Geographic District # 2,James Baldwin School-a School For Expeditionary Lrning,310200011313,Senior High,New York City,Public,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 2,Jhs 104 Simon Baruch ,310200010104,Middle,New York City,Public,1030,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,1,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,3
2012-2013,New York,New York City Geographic District # 2,Jhs 167 Robert F Wagner,310200010167,Middle,New York City,Public,1223,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,2,17,1,3,0,0,0,3,0,3,0,0,0,0,0,2,2,0,17
2012-2013,New York,New York City Geographic District # 2,Landmark High School,310200011419,Senior High,New York City,Public,400,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,3,0,7,0,0,0,1,0,1,0,1,0,0,0,4,4,0,2
2012-2013,New York,New York City Geographic District # 2,Leadership & Public Service High School,310200011425,Senior High,New York City,Public,629,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,3,0,0,23,1,9,0,0,0,1,0,1,0,0,0,0,1,4,4,0,45
2012-2013,New York,New York City Geographic District # 2,Legacy School For Integrated Studies,310200011429,Senior High,New York City,Public,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,10,0,0,0,2,0,0,0,4,0,0,0,1,0,0,24
2012-2013,New York,New York City Geographic District # 2,Liberty High School Academy For Newcomers,310200011550,Senior High,New York City,Public,379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Life Sciences Secondary School,310200011655,Junior-Senior High,New York City,Public,717,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,23,0,7,0,0,0,2,0,1,0,1,0,0,0,3,2,1,2
2012-2013,New York,New York City Geographic District # 2,Lower Manhattan Arts Academy,310200011308,Senior High,New York City,Public,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12,0,5,0,0,0,4,0,2,0,0,0,0,0,1,1,1,18
2012-2013,New York,New York City Geographic District # 2,Lower Manhattan Community Middle School,310200010896,Middle,New York City,Public,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2012-2013,New York,New York City Geographic District # 2,Manhattan Academy For Arts And Languages,310200011427,Senior High,New York City,Public,258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
2012-2013,New York,New York City Geographic District # 2,Manhattan Bridges High School,310200011542,Senior High,New York City,Public,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Manhattan Business Academy,310200011392,Senior High,New York City,Public,398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,1,0,0,0,0,0,1,1,0,16
2012-2013,New York,New York City Geographic District # 2,Manhattan Comprehensive Night And Day High School,310200011575,Senior High,New York City,Public,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,New York,New York City Geographic District # 2,Manhattan International High School ,310200011459,Senior High,New York City,Public,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Manhattan Village Academy,310200011439,Senior High,New York City,Public,414,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012-2013,New York,New York City Geographic District # 2,Millennium High School,310200010418,Senior High,New York City,Public,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2012-2013,New York,New York City Geographic District # 2,Ms 131 ,310200010131,Middle,New York City,Public,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,4,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ms 255 Salk School Of Science,310200010255,Middle,New York City,Public,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ms 260 Clinton School Writers & Artists,310200010260,Middle,New York City,Public,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2012-2013,New York,New York City Geographic District # 2,Murray Hill Academy,310200011432,Senior High,New York City,Public,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,3,0,2,1,10
2012-2013,New York,New York City Geographic District # 2,Murry Bergtraum High School For Business Careers,310200011520,Senior High,New York City,Public,1759,0,0,0,0,0,0,0,2,0,1,1,0,0,1,11,1,0,1,34,1,3,0,0,0,2,0,1,0,0,0,0,4,12,2,2,5
2012-2013,New York,New York City Geographic District # 2,New Design High School,310200011543,Senior High,New York City,Public,429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2012-2013,New York,New York City Geographic District # 2,Norman Thomas High School,310200011620,Senior High,New York City,Public,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0
2012-2013,New York,New York City Geographic District # 2,Nyc Ischool,310200011376,Senior High,New York City,Public,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1
2012-2013,New York,New York City Geographic District # 2,Nyc Lab High School For Collaborative Studies,310200010412,Senior High,New York City,Public,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,1,1,1,7
2012-2013,New York,New York City Geographic District # 2,Nyc Lab Ms For Collaborative Studies,310200010312,Middle,New York City,Public,562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1
2012-2013,New York,New York City Geographic District # 2,Nyc Museum School,310200010414,Senior High,New York City,Public,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2012-2013,New York,New York City Geographic District # 2,Pace High School,310200011298,Senior High,New York City,Public,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 2,Peck Slip School (the),310200010343,,New York City,Public,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 2,Professional Performing Arts High School,310200011408,Junior-Senior High,New York City,Public,528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 1 Alfred E Smith,310200010001,Elementary,New York City,Public,522,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 11 William T Harris,310200010011,Elementary,New York City,Public,749,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 111 Adolph S Ochs,310200010111,Elementary,New York City,Public,597,0,0,0,0,0,4,0,0,0,0,1,0,0,0,6,0,3,6,37,2,9,0,0,0,2,0,1,0,1,0,0,0,3,3,0,23
2012-2013,New York,New York City Geographic District # 2,Ps 116 Mary Lindley Murray,310200010116,Elementary,New York City,Public,778,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 124 Yung Wing,310200010124,Elementary,New York City,Public,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 126 Jacob August Riis,310200010126,Elementary,New York City,Public,817,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2012-2013,New York,New York City Geographic District # 2,Ps 130 Hernando De Soto,310200010130,Elementary,New York City,Public,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 150,310200010150,Elementary,New York City,Public,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 158 Baylard Taylor,310200010158,Elementary,New York City,Public,774,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 2,Ps 183 Robert L Stevenson,310200010183,Elementary,New York City,Public,617,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 198 Isador E Ida Straus,310200010198,Elementary,New York City,Public,542,0,0,0,0,0,2,0,0,0,1,0,0,0,1,9,0,5,10,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2012-2013,New York,New York City Geographic District # 2,Ps 2 Meyer London,310200010002,Elementary,New York City,Public,832,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 212 Midtown West,310200010212,Elementary,New York City,Public,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 234 Independence School,310200010234,Elementary,New York City,Public,824,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,2,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2012-2013,New York,New York City Geographic District # 2,Ps 290 Manhattan New School,310200010290,Elementary,New York City,Public,660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 3 Charrette School,310200010003,Elementary,New York City,Public,784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 33 Chelsea Prep,310200010033,Elementary,New York City,Public,521,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 40 Augustus Saint-gaudens,310200010040,Elementary,New York City,Public,648,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 2,Ps 41 Greenwich Village,310200010041,Elementary,New York City,Public,800,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 42 Benjamin Altman,310200010042,Elementary,New York City,Public,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 51 Elias Howe,310200010051,Elementary,New York City,Public,280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 527 East Side School For Social Action,310200010527,,New York City,Public,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 59 Beekman Hill International,310200010059,Elementary,New York City,Public,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps 6 Lillie D Blake,310200010006,Elementary,New York City,Public,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 2,Ps 77 Lower Lab School,310200010077,Elementary,New York City,Public,350,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Ps/is 217 Roosevelt Island,310200010217,Elementary,New York City,Public,477,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,2,2,30,1,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
2012-2013,New York,New York City Geographic District # 2,Quest To Learn,310200011422,Junior High,New York City,Public,343,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,1,0,2,0,0,0,0,0,1,2,0,11
2012-2013,New York,New York City Geographic District # 2,Repertory Company High School For Theatre Arts,310200011531,Senior High,New York City,Public,223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9
2012-2013,New York,New York City Geographic District # 2,Richard R Green High School Of Teaching,310200011580,Senior High,New York City,Public,578,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,1,17,0,0,0,1,0,1,0,0,0,0,0,2,2,0,18
2012-2013,New York,New York City Geographic District # 2,Satellite Academy High School,310200011570,Senior High,New York City,Public,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
2012-2013,New York,New York City Geographic District # 2,School Of The Future High School,310200010413,Junior-Senior High,New York City,Public,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 2,Spruce Street School,310200010397,Elementary,New York City,Public,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Stuyvesant High School,310200011475,Senior High,New York City,Public,3284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,4,10,2,10
2012-2013,New York,New York City Geographic District # 2,Talent Unlimited High School,310200011519,Senior High,New York City,Public,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3
2012-2013,New York,New York City Geographic District # 2,Union Square Academy For Health Sciences,310200011533,,New York City,Public,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2012-2013,New York,New York City Geographic District # 2,Unity Center For Urban Technologies,310200011500,Senior High,New York City,Public,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
2012-2013,New York,New York City Geographic District # 2,Urban Academy Laboratory High School,310200011565,Senior High,New York City,Public,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 2,Urban Assembly Academy Of Government And Law,310200011305,Senior High,New York City,Public,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11,0,0,0,2,0,1,0,1,0,0,0,3,5,0,7
2012-2013,New York,New York City Geographic District # 2,Urban Assembly Gateway School For Technology,310200011507,,New York City,Public,249,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,9,0,0,0,1,0,2,0,0,0,0,2,0,2,0,14
2012-2013,New York,New York City Geographic District # 2,Urban Assembly School Of Business For Young Women,310200011316,Senior High,New York City,Public,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012-2013,New York,New York City Geographic District # 2,Urban Assembly School Of Design And Construction,310200011300,Senior High,New York City,Public,402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0
2012-2013,New York,New York City Geographic District # 2,Vanguard High School,310200011449,Senior High,New York City,Public,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 2,Washington Irving High School,310200011460,Senior High,New York City,Public,586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,8,0,6,0,0,0,4,0,2,0,1,0,0,2,4,6,1,2
2012-2013,New York,New York City Geographic District # 2,Yorkville Community School,310200010151,Elementary,New York City,Public,374,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Anderson School (the),310300010334,Elementary,New York City,Public,575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Beacon High School,310300011479,Senior High,New York City,Public,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,New York,New York City Geographic District # 3,Community Action School-ms 258,310300010258,Middle,New York City,Public,248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,1,0,1,0,0,0,0,0,2,0,0,6
2012-2013,New York,New York City Geographic District # 3,Edward A Reynolds West Side High School,310300011505,Senior High,New York City,Public,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2012-2013,New York,New York City Geographic District # 3,"Fiorello H Laguardia High School Of Music, Art And Performing Arts",310300011485,Senior High,New York City,Public,2679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,4
2012-2013,New York,New York City Geographic District # 3,Frank Mccourt High School,310300011417,Senior High,New York City,Public,293,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2012-2013,New York,New York City Geographic District # 3,Frederick Douglass Academy Ii Secondary School,310300011860,Junior-Senior High,New York City,Public,396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,15,0,4,0,0,0,3,0,5,0,0,0,0,4,0,3,1,0
2012-2013,New York,New York City Geographic District # 3,Global Learning Collaborative (the),310300011403,Senior High,New York City,Public,421,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,11,0,2,0,0,0,3,0,1,0,0,0,0,0,0,4,1,16
2012-2013,New York,New York City Geographic District # 3,"High School For Arts, Imagination And Inquiry",310300011299,Senior High,New York City,Public,431,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,36,0,24,0,0,0,1,0,3,1,0,0,0,2,1,7,1,38
2012-2013,New York,New York City Geographic District # 3,"High School For Law, Advocacy And Community Justice",310300011492,Senior High,New York City,Public,533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5
2012-2013,New York,New York City Geographic District # 3,High School Of Arts And Technology,310300011494,Senior High,New York City,Public,591,0,0,0,0,0,2,0,0,0,0,1,0,0,2,6,1,2,1,17,0,5,0,0,0,2,0,0,0,1,0,0,3,2,12,0,16
2012-2013,New York,New York City Geographic District # 3,Innovation Diploma Plus,310300011404,Senior High,New York City,Public,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0
2012-2013,New York,New York City Geographic District # 3,Jhs 54 Booker T Washington,310300010054,Middle,New York City,Public,809,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,7,1,39,1,31,0,0,0,6,0,5,0,0,0,0,0,1,1,0,100
2012-2013,New York,New York City Geographic District # 3,Manhattan Theatre Lab High School,310300011283,Senior High,New York City,Public,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6
2012-2013,New York,New York City Geographic District # 3,Manhattan/hunter Science High School,310300011541,Senior High,New York City,Public,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Mott Hall Ii,310300010862,Middle,New York City,Public,332,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 3,Ms 243 Center School,310300010243,Middle,New York City,Public,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Ms 245 The Computer School,310300010245,Middle,New York City,Public,411,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Ms 247 Dual Language Middle School,310300010247,Middle,New York City,Public,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Ms 250 West Side Collaborative Middle School,310300010250,Middle,New York City,Public,184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 3,Ms 256 Academic And Athletic Excellence,310300010256,Middle,New York City,Public,163,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,16,1,8,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2
2012-2013,New York,New York City Geographic District # 3,Ps 145 Bloomingdale School (the),310300010145,Elementary,New York City,Public,405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,8,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2012-2013,New York,New York City Geographic District # 3,Ps 149 Sojourner Truth,310300010149,Elementary,New York City,Public,379,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,1,26,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
2012-2013,New York,New York City Geographic District # 3,Ps 163 Alfred E Smith,310300010163,Elementary,New York City,Public,645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 3,Ps 165 Robert E Simon,310300010165,Elementary,New York City,Public,850,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-2013,New York,New York City Geographic District # 3,Ps 166 The Richard Rogers School Of The Arts & Science,310300010166,Elementary,New York City,Public,605,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-2013,New York,New York City Geographic District # 3,Ps 180 Hugo Newman,310300010180,Elementary,New York City,Public,608,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-2013,New York,New York City Geographic District # 3,Ps 185 The Early Childhood Discovery And Design Magnet School,310300010185,Elementary,New York City,Public,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
